lat,lon,deltaN,topo
-51.500000,-159.500001,421.837631,-1738555.661098
-51.500000,-158.500001,418.861677,-1738381.020354
-51.500000,-157.500001,413.818678,-1738890.812797
-51.500000,-156.500001,406.814750,-1738865.820823
-51.500000,-155.500001,399.211375,-1738884.107731
-51.500000,-154.500001,391.487565,-1738926.160478
-51.500000,-153.500001,384.767434,-1738746.895099
-51.500000,-152.500001,378.379136,-1737972.802705
-51.500000,-151.500001,371.885111,-1736742.229475
-51.500000,-150.500001,369.968149,-1738412.933850
-51.500000,-149.500001,374.137659,-1739513.361986
-51.500000,-148.500001,376.997316,-1738955.970294
-51.500000,-147.500001,380.902203,-1736975.766049
-51.500000,-146.500001,379.639675,-1737705.733793
-51.500000,-145.500001,373.804551,-1737642.786663
-51.500000,-144.500001,371.758524,-1737807.187629
-51.500000,-143.500001,370.585751,-1737649.242226
-51.500000,-142.500001,365.643135,-1737667.045070
-51.500000,-141.500001,359.120709,-1736894.169760
-51.500000,-140.500001,351.991271,-1737058.682429
-51.500000,-139.500001,342.913422,-1737649.824806
-51.500000,-138.500001,332.089583,-1737707.084121
-51.500000,-137.500001,321.903507,-1737910.450574
-51.500000,-136.500001,319.020504,-1738324.292224
-51.500000,-135.500001,316.966252,-1738280.420196
-51.500000,-134.500001,306.032915,-1737804.086534
-51.500000,-133.500001,290.470930,-1738126.144172
-51.500000,-132.500001,267.086398,-1738526.950820
-51.500000,-131.500001,236.206599,-1738414.014856
-51.500000,-130.500001,204.912902,-1738371.347906
-51.500000,-129.500001,190.900820,-1738381.950108
-51.500000,-128.500001,192.345227,-1738274.135166
-51.500000,-127.500001,190.928950,-1738311.404563
-51.500000,-126.500001,178.280232,-1738468.960542
-51.500000,-125.500002,155.665279,-1738536.195012
-51.500000,-124.500002,125.433609,-1738585.090630
-51.500000,-123.500002,98.304533,-1738709.680807
-51.500000,-122.500002,85.136524,-1738518.340665
-51.500000,-121.500002,75.562887,-1738793.475378
-51.500000,-120.500002,71.720975,-1738281.499245
-51.500000,-119.500002,73.373922,-1738200.504709
-51.500000,-118.500002,56.395083,-1738409.485479
-51.500000,-117.500002,26.724701,-1738182.300967
-51.500000,-116.500002,-3.203270,-1738151.071219
-51.500000,-115.500002,-27.232238,-1738150.878069
-51.500000,-114.500002,-54.055442,-1738058.365991
-51.500000,-113.500002,-83.729844,-1738183.678429
-51.500000,-112.500002,-106.053948,-1738197.388829
-51.500000,-111.500002,-124.375807,-1738214.576955
-51.500000,-110.500002,-139.912120,-1737784.450818
-51.500000,-109.500002,-150.363791,-1738353.027261
-51.500000,-108.500002,-163.315005,-1738130.402979
-51.500000,-107.500002,-173.757109,-1738938.408341
-51.500000,-106.500002,-198.864329,-1739055.259294
-51.500000,-105.500002,-212.231737,-1738603.775561
-51.500000,-104.500002,-207.264714,-1738504.248305
-51.500000,-103.500002,-185.496461,-1737843.691148
-51.500000,-102.500002,-149.942852,-1738115.488311
-51.500000,-101.500002,-104.138969,-1738091.379267
-51.500000,-100.500002,-41.393647,-1737821.887078
-51.500000,-99.500002,34.445967,-1737402.923624
-51.500000,-98.500002,120.531737,-1738040.917474
-51.500000,-97.500002,193.216708,-1739511.782388
-51.500000,-96.500002,226.955101,-1738868.736522
-51.500000,-95.500002,243.460722,-1738739.524810
-51.500000,-94.500002,255.785395,-1738648.563557
-51.500000,-93.500002,249.957434,-1738716.399302
-51.500000,-92.500002,226.706030,-1738429.812532
-51.500000,-91.500002,182.163249,-1737471.384899
-51.500000,-90.500002,103.169988,-1737787.259372
-51.500000,-89.500003,-2.511339,-1737981.727418
-51.500000,-88.500003,-104.284200,-1736279.280061
-51.500000,-87.500003,-173.258279,-1737308.884597
-51.500000,-86.500003,-219.667923,-1737350.259960
-51.500000,-85.500003,-250.333364,-1737057.495674
-51.500000,-84.500003,-265.226962,-1737133.819002
-51.500000,-83.500003,-268.744408,-1737035.321859
-51.500000,-82.500003,-264.128010,-1737080.460031
-51.500000,-81.500003,-251.579213,-1737791.222397
-51.500000,-80.500003,-235.643965,-1738971.954219
-51.500000,-79.500003,-212.068571,-1738178.082993
-51.500000,-78.500003,-186.606209,-1738215.648332
-51.500000,-77.500003,-162.231345,-1738005.981141
-51.500000,-76.500003,-149.729901,-1737385.202211
-51.500000,-75.500003,-144.209286,-1736683.101898
-51.500000,-74.500003,-140.385179,-1736565.415439
-51.500000,-73.500003,-129.016207,-1737108.319064
-51.500000,-72.500003,-121.298605,-1736870.474768
-51.500000,-71.500003,-113.287919,-1736130.846420
-51.500000,-70.500003,-100.739141,-1732605.510888
-51.500000,-69.500003,-87.406306,-1734612.624589
-51.500000,-68.500003,-81.104011,-1737296.249650
-51.500000,-67.500003,-78.210038,-1739940.690176
-51.500000,-66.500003,-79.040184,-1740696.470455
-51.500000,-65.500003,-81.472155,-1738526.075080
-51.500000,-64.500003,-80.459935,-1739343.225110
-51.500000,-63.500003,-69.656106,-1739492.224058
-51.500000,-62.500003,-52.069489,-1734556.316949
-51.500000,-61.500003,-32.908269,-1732505.924804
-51.500000,-60.500003,-19.748249,-1735727.286137
-51.500000,-59.500003,-25.195462,-1736508.842104
-51.500000,-58.500003,-27.013926,-1737501.929957
-51.500000,-57.500003,-19.956998,-1736569.225610
-51.500000,-56.500003,-11.382206,-1736538.506677
-51.500000,-55.500003,-11.366423,-1736406.355611
-51.500000,-54.500003,-9.120447,-1737666.117156
-51.500000,-53.500004,-13.194153,-1737949.337712
-51.500000,-52.500004,-12.164157,-1738036.286108
-51.500000,-51.500004,-12.595002,-1737908.023739
-51.500000,-50.500004,-13.846024,-1737822.107787
-51.500000,-49.500004,-17.127982,-1737826.279806
-51.500000,-48.500004,-19.247780,-1737575.769827
-51.500000,-47.500004,-15.405647,-1736809.854440
-51.500000,-46.500004,-7.809845,-1737090.641883
-51.500000,-45.500004,-0.547937,-1736621.205364
-51.500000,-44.500004,10.354857,-1736504.837175
-51.500000,-43.500004,22.888192,-1736279.352348
-51.500000,-42.500004,33.723850,-1734992.567777
-51.500000,-41.500004,41.579091,-1735845.831910
-51.500000,-40.500004,49.813396,-1736452.179288
-51.500000,-39.500004,50.438815,-1736862.465069
-51.500000,-38.500004,52.127594,-1737564.296445
-51.500000,-37.500004,53.496127,-1737040.155883
-51.500000,-36.500004,56.056847,-1737402.825565
-51.500000,-35.500004,68.918754,-1737017.869997
-51.500000,-34.500004,73.245114,-1737072.660203
-51.500000,-33.500004,73.053879,-1737318.942787
-51.500000,-32.500004,68.464888,-1740228.507831
-51.500000,-31.500004,68.089770,-1740632.033223
-51.500000,-30.500004,70.572249,-1740326.785471
-51.500000,-29.500004,69.031863,-1738898.757020
-51.500000,-28.500004,66.295888,-1738067.708687
-51.500000,-27.500004,62.613054,-1740059.500114
-51.500000,-26.500004,56.697075,-1739895.090127
-51.500000,-25.500004,55.772097,-1740055.601361
-51.500000,-24.500004,50.927225,-1740939.059073
-51.500000,-23.500004,48.205035,-1740060.558948
-51.500000,-22.500004,47.614570,-1740516.064814
-51.500000,-21.500004,51.356308,-1742506.047729
-51.500000,-20.500004,56.019581,-1742468.128403
-51.500000,-19.500004,58.559840,-1742004.458791
-51.500000,-18.500004,51.724651,-1740104.343434
-51.500000,-17.500005,50.330188,-1740840.005293
-51.500000,-16.500005,57.157838,-1740724.078144
-51.500000,-15.500005,63.613785,-1740972.445673
-51.500000,-14.500005,65.271063,-1740839.124966
-51.500000,-13.500005,59.104557,-1740881.666532
-51.500000,-12.500005,53.862290,-1740643.855800
-51.500000,-11.500005,42.661405,-1740802.344292
-51.500000,-10.500005,34.482570,-1740685.412064
-51.500000,-9.500005,23.919364,-1739489.045066
-51.500000,-8.500005,15.477237,-1739904.270476
-51.500000,-7.500005,12.034570,-1740550.982097
-51.500000,-6.500005,13.003362,-1742104.816273
-51.500000,-5.500005,16.726979,-1742370.810322
-51.500000,-4.500005,26.729314,-1739999.168353
-51.500000,-3.500005,39.458738,-1740057.730965
-51.500000,-2.500005,54.871786,-1741982.352902
-51.500000,-1.500005,71.716063,-1741298.578878
-51.500000,-0.500005,90.010649,-1740685.754720
-51.500000,0.499995,106.437167,-1741343.629099
-51.500000,1.499995,112.459614,-1740942.328033
-51.500000,2.499995,106.817289,-1741227.358369
-51.500000,3.499995,106.253931,-1741226.998448
-51.500000,4.499995,110.979209,-1741155.250987
-51.500000,5.499995,115.616458,-1741621.618655
-51.500000,6.499995,114.435171,-1741743.280474
-51.500000,7.499995,111.553200,-1741830.716642
-51.500000,8.499995,111.796711,-1741828.899921
-51.500000,9.499995,106.956088,-1741840.494515
-51.500000,10.499995,105.041936,-1741721.918463
-51.500000,11.499995,108.646229,-1742021.970222
-51.500000,12.499995,113.783759,-1741907.501194
-51.500000,13.499995,111.042894,-1741917.510053
-51.500000,14.499995,115.483811,-1741738.352598
-51.500000,15.499995,124.628185,-1741618.930707
-51.500000,16.499995,128.962726,-1741786.143353
-51.500000,17.499995,128.662998,-1741693.065740
-51.500000,18.499994,126.435246,-1741762.577661
-51.500000,19.499994,130.914826,-1741746.697108
-51.500000,20.499994,141.967107,-1741798.163444
-51.500000,21.499994,153.549971,-1741907.338089
-51.500000,22.499994,163.857331,-1741594.170614
-51.500000,23.499994,169.671829,-1741771.314931
-51.500000,24.499994,166.750609,-1741685.702790
-51.500000,25.499994,154.409123,-1740889.432347
-51.500000,26.499994,137.225100,-1740843.155777
-51.500000,27.499994,109.337758,-1741107.927981
-51.500000,28.499994,78.688597,-1741226.799159
-51.500000,29.499994,62.059060,-1742263.308009
-51.500000,30.499994,55.335488,-1742363.922587
-51.500000,31.499994,61.429205,-1742153.947156
-51.500000,32.499994,75.380943,-1741472.458916
-51.500000,33.499994,84.679122,-1740994.645962
-51.500000,34.499994,98.873209,-1741002.060568
-51.500000,35.499994,109.757666,-1741031.624693
-51.500000,36.499994,109.294054,-1741014.634916
-51.500000,37.499994,107.176435,-1742654.849612
-51.500000,38.499994,109.263932,-1741309.310805
-51.500000,39.499994,112.327987,-1740912.763882
-51.500000,40.499994,110.557496,-1741354.157227
-51.500000,41.499994,102.684377,-1740737.279158
-51.500000,42.499994,97.501558,-1741205.303759
-51.500000,43.499994,103.310603,-1740123.373407
-51.500000,44.499994,103.905156,-1740896.875042
-51.500000,45.499994,99.647085,-1742434.186425
-51.500000,46.499994,102.845952,-1741198.988153
-51.500000,47.499994,106.529725,-1740696.712797
-51.500000,48.499994,106.448596,-1740133.596010
-51.500000,49.499994,102.276751,-1739451.245436
-51.500000,50.499994,100.310149,-1739283.444264
-51.500000,51.499994,97.081994,-1740213.203702
-51.500000,52.499994,92.177064,-1740048.542289
-51.500000,53.499994,86.822534,-1740361.318985
-51.500000,54.499993,82.432254,-1739939.813014
-51.500000,55.499993,84.282343,-1739998.559634
-51.500000,56.499993,82.853846,-1740454.002988
-51.500000,57.499993,80.934291,-1737833.331984
-51.500000,58.499993,79.047596,-1738020.108846
-51.500000,59.499993,77.025360,-1738583.664937
-51.500000,60.499993,72.165349,-1739248.891018
-51.500000,61.499993,59.550220,-1738522.815443
-51.500000,62.499993,49.189117,-1737846.397767
-51.500000,63.499993,44.401500,-1737886.652729
-51.500000,64.499993,48.865123,-1737820.044923
-51.500000,65.499993,54.779371,-1735606.695848
-51.500000,66.499993,62.156546,-1733527.858078
-51.500000,67.499993,64.738886,-1734194.795788
-51.500000,68.499993,59.358104,-1733757.987761
-51.500000,69.499993,49.130358,-1733779.960039
-51.500000,70.499993,40.110827,-1734022.845011
-51.500000,71.499993,37.285640,-1734378.396309
-51.500000,72.499993,38.627756,-1737624.721697
-51.500000,73.499993,43.206908,-1738046.033338
-51.500000,74.499993,51.479832,-1735207.002839
-51.500000,75.499993,60.862290,-1735438.258488
-51.500000,76.499993,63.776960,-1735866.600320
-51.500000,77.499993,71.218307,-1736788.940144
-51.500000,78.499993,71.374107,-1736968.100834
-51.500000,79.499993,53.503607,-1736831.821290
-51.500000,80.499993,34.867186,-1736420.637209
-51.500000,81.499993,25.560446,-1737305.012704
-51.500000,82.499993,28.013380,-1738274.177901
-51.500000,83.499993,29.297554,-1738651.118509
-51.500000,84.499993,29.485964,-1739047.246567
-51.500000,85.499993,23.627016,-1738881.040495
-51.500000,86.499993,17.492631,-1738951.227892
-51.500000,87.499993,15.968747,-1738803.359832
-51.500000,88.499993,24.723024,-1737909.947956
-51.500000,89.499993,33.629560,-1737457.974622
-51.500000,90.499992,34.833186,-1737165.312108
-51.500000,91.499992,32.498019,-1736521.327024
-51.500000,92.499992,36.052123,-1736801.707611
-51.500000,93.499992,30.347008,-1736636.845665
-51.500000,94.499992,17.300562,-1736655.104073
-51.500000,95.499992,13.671711,-1736253.774143
-51.500000,96.499992,12.860006,-1735952.186628
-51.500000,97.499992,9.522420,-1735898.273492
-51.500000,98.499992,6.732424,-1735469.160226
-51.500000,99.499992,6.796296,-1735234.352971
-51.500000,100.499992,7.163886,-1734657.003969
-51.500000,101.499992,7.722097,-1733859.213998
-51.500000,102.499992,11.857635,-1732254.621893
-51.500000,103.499992,19.029769,-1732843.610786
-51.500000,104.499992,23.900667,-1733562.585489
-51.500000,105.499992,28.139276,-1732956.386428
-51.500000,106.499992,36.101533,-1734065.731375
-51.500000,107.499992,38.015948,-1734432.172755
-51.500000,108.499992,38.672625,-1735826.263054
-51.500000,109.499992,45.205661,-1736455.073582
-51.500000,110.499992,49.199894,-1736730.197380
-51.500000,111.499992,57.460494,-1736255.344124
-51.500000,112.499992,65.313494,-1737282.890146
-51.500000,113.499992,74.732675,-1738070.264246
-51.500000,114.499992,89.014402,-1735997.170431
-51.500000,115.499992,98.859381,-1736318.358487
-51.500000,116.499992,92.452719,-1736343.726528
-51.500000,117.499992,75.117524,-1735612.297532
-51.500000,118.499992,62.139121,-1736097.728762
-51.500000,119.499992,58.618853,-1735379.351480
-51.500000,120.499992,53.419212,-1735883.083493
-51.500000,121.499992,51.502508,-1737485.067241
-51.500000,122.499992,56.062264,-1738140.632713
-51.500000,123.499992,61.035991,-1738370.956820
-51.500000,124.499992,44.709463,-1736599.361684
-51.500000,125.499992,27.470081,-1735377.762755
-51.500000,126.499991,30.958947,-1736136.606929
-51.500000,127.499991,31.673131,-1736815.680674
-51.500000,128.499991,35.649552,-1737511.671457
-51.500000,129.499991,48.808998,-1737959.673955
-51.500000,130.499991,63.408810,-1737933.235791
-51.500000,131.499991,74.385035,-1738004.801475
-51.500000,132.499991,80.651634,-1738219.132412
-51.500000,133.499991,78.482253,-1738048.283030
-51.500000,134.499991,68.563337,-1737995.980113
-51.500000,135.499991,48.646074,-1738027.510557
-51.500000,136.499991,47.726859,-1737802.939687
-51.500000,137.499991,69.246037,-1736974.284723
-51.500000,138.499991,98.982366,-1740087.546410
-51.500000,139.499991,123.158407,-1740438.907448
-51.500000,140.499991,154.392387,-1740390.626297
-51.500000,141.499991,176.365013,-1738885.792925
-51.500000,142.499991,185.165597,-1737635.011692
-51.500000,143.499991,170.494487,-1736345.210033
-51.500000,144.499991,154.206632,-1739120.393097
-51.500000,145.499991,152.660768,-1738979.177650
-51.500000,146.499991,166.458211,-1736196.434929
-51.500000,147.499991,189.565028,-1738147.004683
-51.500000,148.499991,215.843584,-1737508.920987
-51.500000,149.499991,237.692534,-1738273.586507
-51.500000,150.499991,252.257650,-1737590.945425
-51.500000,151.499991,252.956738,-1737517.218893
-51.500000,152.499991,252.375351,-1737356.718450
-51.500000,153.499991,264.603720,-1737675.004608
-51.500000,154.499991,289.250573,-1735676.208810
-51.500000,155.499991,310.582294,-1737227.752182
-51.500000,156.499991,320.362773,-1738415.082308
-51.500000,157.499991,320.876767,-1738280.797318
-51.500000,158.499991,331.350264,-1738320.376350
-51.500000,159.499991,349.298328,-1737377.844226
-51.500000,160.499991,360.644607,-1735173.638429
-51.500000,161.499991,373.485293,-1735339.205250
-51.500000,162.499990,386.767946,-1735793.366340
-51.500000,163.499990,396.527786,-1736238.757940
-51.500000,164.499990,404.274118,-1737484.557168
-51.500000,165.499990,411.840790,-1736891.639337
-51.500000,166.499990,420.464565,-1736811.198102
-51.500000,167.499990,428.993399,-1737454.046590
-51.500000,168.499990,436.268587,-1738258.203789
-51.500000,169.499990,438.811313,-1737089.558177
-51.500000,170.499990,438.373742,-1738506.056750
-51.500000,171.499990,437.713327,-1738087.070281
-51.500000,172.499990,434.630521,-1739364.238100
-51.500000,173.499990,432.922496,-1739669.592885
-51.500000,174.499990,431.859964,-1739664.700286
-51.500000,175.499990,434.250769,-1739120.153447
-51.500000,176.499990,438.048884,-1737603.296459
-51.500000,177.499990,439.986377,-1736317.891660
-51.500000,178.499990,441.052377,-1736975.617402
-51.500000,179.499990,443.338654,-1737343.375667
-50.500000,-179.500000,433.822569,-1737893.607862
-50.500000,-178.500000,428.387811,-1737423.542899
-50.500000,-177.500000,426.163321,-1740194.386779
-50.500000,-176.500000,426.595582,-1739352.510700
-50.500000,-175.500000,427.625352,-1740012.551315
-50.500000,-174.500000,429.148266,-1739858.943043
-50.500000,-173.500000,430.069802,-1737583.735119
-50.500000,-172.500000,425.242018,-1735813.036253
-50.500000,-171.500000,417.552929,-1739352.217309
-50.500000,-170.500000,412.864176,-1739855.984834
-50.500000,-169.500000,412.173724,-1739881.219747
-50.500000,-168.500000,409.848217,-1737928.728490
-50.500000,-167.500000,406.123770,-1737739.757638
-50.500000,-166.500000,403.374684,-1738151.379573
-50.500000,-165.500000,403.987003,-1738021.214657
-50.500000,-164.500000,406.331560,-1737970.062370
-50.500000,-163.500000,409.898562,-1737451.944977
-50.500000,-162.500000,413.151494,-1737097.973995
-50.500000,-161.500001,413.902135,-1739982.399858
-50.500000,-160.500001,410.948362,-1740513.329915
-50.500000,-159.500001,410.382807,-1738346.697441
-50.500000,-158.500001,408.191449,-1738208.901443
-50.500000,-157.500001,402.471973,-1738669.267840
-50.500000,-156.500001,394.545077,-1738839.612925
-50.500000,-155.500001,390.446991,-1738998.537676
-50.500000,-154.500001,395.451133,-1738821.909440
-50.500000,-153.500001,401.311761,-1738494.222605
-50.500000,-152.500001,391.235072,-1738485.779673
-50.500000,-151.500001,378.464010,-1737497.228759
-50.500000,-150.500001,372.945025,-1740462.596621
-50.500000,-149.500001,371.967104,-1740186.738158
-50.500000,-148.500001,370.063062,-1740502.753283
-50.500000,-147.500001,371.303008,-1737450.563247
-50.500000,-146.500001,373.036515,-1737265.884975
-50.500000,-145.500001,374.194351,-1737717.466142
-50.500000,-144.500001,372.855238,-1737889.227904
-50.500000,-143.500001,368.795373,-1737865.695253
-50.500000,-142.500001,359.116871,-1738007.119405
-50.500000,-141.500001,344.951894,-1737977.260533
-50.500000,-140.500001,325.661181,-1738925.735964
-50.500000,-139.500001,307.288241,-1737913.277556
-50.500000,-138.500001,293.447156,-1737885.071948
-50.500000,-137.500001,286.560717,-1737846.309436
-50.500000,-136.500001,287.358892,-1738012.183862
-50.500000,-135.500001,287.299333,-1738126.914814
-50.500000,-134.500001,273.487433,-1738026.402889
-50.500000,-133.500001,251.338616,-1737844.241650
-50.500000,-132.500001,223.352507,-1737821.718653
-50.500000,-131.500001,194.294830,-1738903.091620
-50.500000,-130.500001,174.620012,-1737336.131286
-50.500000,-129.500001,171.847233,-1738044.357669
-50.500000,-128.500001,175.674631,-1738385.829271
-50.500000,-127.500001,169.753959,-1738270.424106
-50.500000,-126.500001,152.904157,-1738102.774181
-50.500000,-125.500002,126.885168,-1738016.645584
-50.500000,-124.500002,95.297149,-1739777.414748
-50.500000,-123.500002,70.909014,-1737888.159070
-50.500000,-122.500002,46.004515,-1738202.756335
-50.500000,-121.500002,30.585767,-1738450.161984
-50.500000,-120.500002,25.971452,-1738293.444714
-50.500000,-119.500002,26.646870,-1738557.076843
-50.500000,-118.500002,31.375575,-1738241.372119
-50.500000,-117.500002,16.945338,-1738147.322603
-50.500000,-116.500002,-11.703393,-1738454.863182
-50.500000,-115.500002,-43.500731,-1739166.773318
-50.500000,-114.500002,-73.311028,-1739224.928456
-50.500000,-113.500002,-110.716935,-1738153.325263
-50.500000,-112.500002,-141.267466,-1738338.896212
-50.500000,-111.500002,-157.255954,-1737897.686010
-50.500000,-110.500002,-169.977927,-1739889.600513
-50.500000,-109.500002,-180.002487,-1739619.570272
-50.500000,-108.500002,-191.099968,-1739638.543697
-50.500000,-107.500002,-207.925474,-1739331.629358
-50.500000,-106.500002,-223.865371,-1738084.911801
-50.500000,-105.500002,-227.560613,-1737779.983942
-50.500000,-104.500002,-215.294309,-1738629.489210
-50.500000,-103.500002,-183.248920,-1738577.525837
-50.500000,-102.500002,-135.630820,-1737775.554973
-50.500000,-101.500002,-81.519704,-1738228.172518
-50.500000,-100.500002,-1.508964,-1737951.303091
-50.500000,-99.500002,104.574080,-1737912.633257
-50.500000,-98.500002,193.375506,-1739066.023807
-50.500000,-97.500002,242.665450,-1738892.811190
-50.500000,-96.500002,260.105726,-1738845.421783
-50.500000,-95.500002,266.494667,-1738725.512359
-50.500000,-94.500002,267.447216,-1738753.807511
-50.500000,-93.500002,262.890352,-1738847.062709
-50.500000,-92.500002,247.404491,-1738629.089378
-50.500000,-91.500002,214.852032,-1737247.565692
-50.500000,-90.500002,156.630190,-1736577.848332
-50.500000,-89.500003,60.718832,-1737360.357265
-50.500000,-88.500003,-52.336956,-1736980.330870
-50.500000,-87.500003,-136.639074,-1737599.846783
-50.500000,-86.500003,-195.370298,-1737528.325535
-50.500000,-85.500003,-239.000328,-1737613.705927
-50.500000,-84.500003,-267.301764,-1736686.071876
-50.500000,-83.500003,-276.629837,-1736835.010158
-50.500000,-82.500003,-272.413692,-1736322.535427
-50.500000,-81.500003,-251.180463,-1738742.703154
-50.500000,-80.500003,-226.453452,-1738020.799183
-50.500000,-79.500003,-200.959892,-1736368.782217
-50.500000,-78.500003,-176.846897,-1737733.331024
-50.500000,-77.500003,-157.748441,-1738009.539568
-50.500000,-76.500003,-150.004363,-1737892.444547
-50.500000,-75.500003,-140.374886,-1736045.734501
-50.500000,-74.500003,-142.505496,-1738219.367926
-50.500000,-73.500003,-135.066081,-1736216.437805
-50.500000,-72.500003,-121.493549,-1736815.747876
-50.500000,-71.500003,-112.672102,-1735763.791400
-50.500000,-70.500003,-103.744747,-1735960.262401
-50.500000,-69.500003,-98.240593,-1738420.222130
-50.500000,-68.500003,-91.240912,-1739382.275271
-50.500000,-67.500003,-89.358409,-1739577.063260
-50.500000,-66.500003,-90.611790,-1738219.310704
-50.500000,-65.500003,-89.354019,-1737222.550502
-50.500000,-64.500003,-72.108821,-1738565.324494
-50.500000,-63.500003,-51.440428,-1739580.316475
-50.500000,-62.500003,-30.875273,-1738445.524640
-50.500000,-61.500003,-18.766581,-1737343.318372
-50.500000,-60.500003,-3.014450,-1737834.232452
-50.500000,-59.500003,-2.628253,-1739274.303088
-50.500000,-58.500003,-5.406697,-1739548.572908
-50.500000,-57.500003,2.367823,-1739623.340563
-50.500000,-56.500003,9.615450,-1738842.588525
-50.500000,-55.500003,5.008149,-1736380.290765
-50.500000,-54.500003,-11.817254,-1736534.887419
-50.500000,-53.500004,-17.203717,-1737464.923843
-50.500000,-52.500004,-10.199626,-1737992.021018
-50.500000,-51.500004,-13.244934,-1737816.567899
-50.500000,-50.500004,-16.723834,-1737116.655898
-50.500000,-49.500004,-21.329866,-1736383.132934
-50.500000,-48.500004,-27.050628,-1737203.398134
-50.500000,-47.500004,-24.787801,-1736532.966543
-50.500000,-46.500004,-17.693407,-1736437.678631
-50.500000,-45.500004,-8.587521,-1736163.175558
-50.500000,-44.500004,1.375795,-1734461.384664
-50.500000,-43.500004,12.354146,-1733745.706060
-50.500000,-42.500004,30.327707,-1735007.570734
-50.500000,-41.500004,47.650308,-1735395.317970
-50.500000,-40.500004,54.833132,-1737713.153502
-50.500000,-39.500004,53.947533,-1737356.466630
-50.500000,-38.500004,54.932392,-1736873.817143
-50.500000,-37.500004,53.870721,-1737787.645105
-50.500000,-36.500004,59.900487,-1739037.248518
-50.500000,-35.500004,70.528071,-1739171.394970
-50.500000,-34.500004,73.617264,-1738056.112354
-50.500000,-33.500004,69.521057,-1739215.558717
-50.500000,-32.500004,66.590249,-1740918.269579
-50.500000,-31.500004,63.382276,-1740850.822347
-50.500000,-30.500004,63.478638,-1740709.983025
-50.500000,-29.500004,58.741000,-1741051.189037
-50.500000,-28.500004,53.900558,-1740051.896556
-50.500000,-27.500004,49.320098,-1738800.528720
-50.500000,-26.500004,44.478466,-1740105.593218
-50.500000,-25.500004,42.308399,-1740126.183922
-50.500000,-24.500004,35.925717,-1740724.782837
-50.500000,-23.500004,36.087749,-1740028.509106
-50.500000,-22.500004,39.449043,-1740680.489442
-50.500000,-21.500004,35.996794,-1742539.546128
-50.500000,-20.500004,32.276429,-1742318.824642
-50.500000,-19.500004,29.780642,-1742364.405478
-50.500000,-18.500004,33.006050,-1739829.308190
-50.500000,-17.500005,40.393689,-1740540.415404
-50.500000,-16.500005,53.092858,-1740417.970280
-50.500000,-15.500005,62.443470,-1739925.754164
-50.500000,-14.500005,61.444639,-1740219.987046
-50.500000,-13.500005,59.239705,-1740796.291764
-50.500000,-12.500005,55.102521,-1740825.852981
-50.500000,-11.500005,43.630858,-1741044.596108
-50.500000,-10.500005,24.667139,-1740596.938809
-50.500000,-9.500005,10.730318,-1740298.455700
-50.500000,-8.500005,11.067294,-1740585.974617
-50.500000,-7.500005,17.200170,-1740738.915849
-50.500000,-6.500005,24.670434,-1742089.955930
-50.500000,-5.500005,30.906456,-1741129.360108
-50.500000,-4.500005,34.915867,-1742149.364741
-50.500000,-3.500005,41.190127,-1741599.906554
-50.500000,-2.500005,54.138541,-1741111.932389
-50.500000,-1.500005,72.732577,-1740691.723014
-50.500000,-0.500005,89.067812,-1740901.415136
-50.500000,0.499995,110.558723,-1739806.128137
-50.500000,1.499995,118.032982,-1739490.403640
-50.500000,2.499995,108.260964,-1740208.912199
-50.500000,3.499995,101.633247,-1740877.237698
-50.500000,4.499995,102.788325,-1741309.462330
-50.500000,5.499995,107.792847,-1741691.350953
-50.500000,6.499995,116.432212,-1742058.355801
-50.500000,7.499995,127.605594,-1741445.469314
-50.500000,8.499995,125.409097,-1741164.997565
-50.500000,9.499995,118.521238,-1741467.860554
-50.500000,10.499995,110.685776,-1741820.250493
-50.500000,11.499995,109.881020,-1742017.013726
-50.500000,12.499995,120.814807,-1741989.166269
-50.500000,13.499995,128.199130,-1741958.631413
-50.500000,14.499995,137.117136,-1741783.100238
-50.500000,15.499995,139.862903,-1741794.768857
-50.500000,16.499995,133.134283,-1741520.785950
-50.500000,17.499995,128.784553,-1741439.675049
-50.500000,18.499994,122.637267,-1741638.969842
-50.500000,19.499994,123.610577,-1741258.000534
-50.500000,20.499994,133.953740,-1741406.781023
-50.500000,21.499994,143.061380,-1741343.451044
-50.500000,22.499994,145.417356,-1741608.916459
-50.500000,23.499994,149.393694,-1741258.993588
-50.500000,24.499994,149.340530,-1741378.850416
-50.500000,25.499994,144.049223,-1740570.423097
-50.500000,26.499994,135.711063,-1743625.959359
-50.500000,27.499994,115.817828,-1743408.133898
-50.500000,28.499994,79.200453,-1741576.164326
-50.500000,29.499994,59.768114,-1740722.202147
-50.500000,30.499994,53.319214,-1740634.650580
-50.500000,31.499994,53.518235,-1740544.641375
-50.500000,32.499994,62.032615,-1740118.421340
-50.500000,33.499994,73.594160,-1740376.806132
-50.500000,34.499994,90.547187,-1741914.433862
-50.500000,35.499994,99.685539,-1740724.381678
-50.500000,36.499994,96.790330,-1741413.773140
-50.500000,37.499994,104.084176,-1740961.070756
-50.500000,38.499994,112.217665,-1740790.326237
-50.500000,39.499994,112.146019,-1742379.559139
-50.500000,40.499994,107.509000,-1742662.907455
-50.500000,41.499994,99.796075,-1742662.695398
-50.500000,42.499994,97.092912,-1743586.265398
