lat,lon,deltaN,topo
-88.500000,213.499994,131.342949,-2622.243383
-88.500000,214.499994,130.913191,-2623.168386
-88.500000,215.499994,130.489737,-2617.964092
-88.500000,216.499994,130.066781,-2604.810239
-88.500000,217.499994,129.639745,-2582.379933
-88.500000,218.499994,129.205792,-2549.982416
-88.500000,219.499994,128.763834,-2507.813339
-88.500000,220.499994,128.314983,-2457.093691
-88.500000,221.499994,127.862516,-2399.908075
-88.500000,222.499994,127.411836,-2339.156120
-88.500000,223.499994,126.970196,-2278.299986
-88.500000,224.499994,126.546315,-2221.009962
-88.500000,225.499994,126.149735,-2170.870930
-88.500000,226.499994,125.790383,-2130.884904
-88.500000,227.499994,125.477784,-2103.255434
-88.500000,228.499994,125.220487,-2089.105336
-88.500000,229.499994,125.025312,-2088.094461
-88.500000,230.499994,124.897038,-2098.581976
-88.500000,231.499994,124.838210,-2117.579856
-88.500000,232.499994,124.848211,-2140.815884
-88.500000,233.499994,124.923832,-2163.177071
-88.500000,234.499993,125.059020,-2178.912379
-88.500000,235.499993,125.246018,-2182.223642
-88.500000,236.499993,125.474546,-2167.607554
-88.500000,237.499993,125.733307,-2130.132302
-88.500000,238.499993,126.010451,-2066.332113
-88.500000,239.499993,126.294350,-1974.079818
-88.500000,240.499993,126.574407,-1852.743690
-88.500000,241.499993,126.841587,-1703.959487
-88.500000,242.499993,127.089304,-1530.971796
-88.500000,243.499993,127.313681,-1338.639070
-88.500000,244.499993,127.513780,-1133.587009
-88.500000,245.499993,127.691765,-923.419035
-88.500000,246.499993,127.852326,-716.556027
-88.500000,247.499993,128.002326,-521.672643
-88.500000,248.499993,128.149991,-347.176115
-88.500000,249.499993,128.303988,-201.003336
-88.500000,250.499993,128.472219,-89.609868
-88.500000,251.499993,128.661004,-17.948043
-88.500000,252.499993,128.874361,10.600319
-88.500000,253.499993,129.113244,-4.797146
-88.500000,254.499993,129.375135,-62.912721
-88.500000,255.499993,129.654363,-160.646599
-88.500000,256.499993,129.942228,-292.527320
-88.500000,257.499993,130.227896,-451.530837
-88.500000,258.499993,130.499087,-629.485661
-88.500000,259.499993,130.742841,-817.222887
-88.500000,260.499993,130.946947,-1005.417574
-88.500000,261.499993,131.100267,-1184.987515
-88.500000,262.499993,131.193761,-1347.683182
-88.500000,263.499993,131.220690,-1486.622125
-88.500000,264.499993,131.177058,-1596.383018
-88.500000,265.499993,131.061678,-1673.589075
-88.500000,266.499993,130.875608,-1716.929514
-88.500000,267.499993,130.621969,-1726.794987
-88.500000,268.499993,130.305422,-1705.492700
-88.500000,269.499993,129.931464,-1656.803307
-88.500000,270.499992,129.505746,-1585.311409
-88.500000,271.499992,129.033397,-1496.235353
-88.500000,272.499992,128.518486,-1394.830120
