lon_deg,lat_deg,pixel_x,pixel_y
150.769383133543,69.24588363520479,1146.0665322580646,82.1111391129034
152.9877450503791,69.24588363520479,1150.5584677419356,82.1111391129034
155.76069744642433,69.24588363520479,1156.1733870967744,82.1111391129034
157.9790593632605,69.24588363520479,1160.6653225806454,82.1111391129034
158.6015453696141,68.90612313898833,1165.1572580645163,83.2341229838712
161.3468738008388,68.90612313898833,1170.7721774193549,83.2341229838712
162.49536475722414,68.5682050141573,1176.3870967741937,84.35710685483889
165.2139774563173,68.5682050141573,1182.0020161290324,84.35710685483889
165.79695806890527,68.23207958132693,1186.4939516129034,85.48009072580669
166.38954321887957,67.89769942866974,1190.9858870967744,86.60307459677438
168.52371967793988,67.89769942866974,1195.4778225806454,86.60307459677438
170.65789613700014,67.89769942866974,1199.9697580645163,86.60307459677438
172.79207259606034,67.89769942866974,1204.461693548387,86.60307459677438
173.33542246013474,67.56501926396346,1208.953629032258,87.72605846774206
175.4501901415656,67.56501926396346,1213.445564516129,87.72605846774206
175.9849200746322,67.23399577903722,1217.9375,88.84904233870986
177.0492272965305,66.90458752535451,1223.5524193548388,89.97202620967755
179.12692149783095,66.90458752535451,1228.0443548387098,89.97202620967755
