lon_deg,lat_deg,pixel_x,pixel_y
150.33505699215164,69.14861821949562,1146.0665322580646,82.1111391129034
150.1196816716586,68.47198836303463,1151.6814516129034,84.35710685483889
149.9880995962219,67.80247641490286,1157.296370967742,86.60307459677438
149.9314539657264,67.13971608368249,1162.9112903225807,88.84904233870986
148.69686594658447,66.15750956462375,1168.5262096774195,92.21799395161304
148.31548902667578,65.51022171953116,1173.0181451612905,94.46396169354853
145.31581561509404,64.23247162646294,1176.3870967741937,98.9558971774195
143.18596507374167,63.287934730860826,1178.633064516129,102.32484879032279
141.70580726529988,62.35439725839478,1182.0020161290324,105.69380040322596
141.72149629873115,61.73782630947042,1186.4939516129034,107.93976814516145
139.61536381921076,60.51778324432918,1189.8629032258066,112.43170362903243
138.51958482938898,59.613582953936806,1193.2318548387098,115.80065524193571
138.39779808047,58.71811969047442,1198.8467741935485,119.16960685483889
136.3576826857161,57.53698988688711,1201.092741935484,123.66154233870986
136.41582657743902,56.66023069729567,1206.7076612903227,127.03049395161304
134.44898450156666,55.215183116049346,1210.0766129032259,132.64541330645181
134.86126884570933,54.642548531024936,1214.5685483870968,134.8913810483873
134.1346862699104,53.50600432357858,1219.0604838709678,139.38331653225828
134.05117400417043,52.660896940399645,1223.5524193548388,142.75226814516145
133.49216638815915,51.54331577552799,1228.0443548387098,147.24420362903243
133.8959917063122,50.711731684661096,1233.6592741935485,150.6131552419356
133.4734488998247,49.61131910674759,1238.1512096774195,155.10509072580658
133.57947718054584,48.792007060187466,1242.6431451612905,158.47404233870986
133.27944927645706,47.70720734588464,1247.1350806451615,162.96597782258084
133.4083554852313,46.63070679227578,1252.75,167.45791330645181
133.6291770147169,45.82852795138929,1257.241935483871,170.826864919355
133.84493849369187,44.76557289462867,1262.8568548387098,175.31880040322596
134.47825237234292,43.97311852461357,1268.4717741935485,178.68775201612914
134.417942476426,42.922583884266324,1272.9637096774195,183.1796875000001
134.41013580379996,41.61871490137179,1278.578629032258,188.7946068548389
133.08891016033522,40.582685500205805,1278.578629032258,193.28654233870986
130.75526593862378,40.066926301742384,1272.9637096774195,195.53251008064535
129.54985734311055,39.03974690353604,1272.9637096774195,200.02444556451633
127.2530696961964,37.25542663064532,1271.8407258064517,207.88533266129048
126.11380655770938,35.48684332168045,1274.0866935483873,215.74621975806463
125.89161611770407,34.23253153043919,1277.4556451612905,221.3611391129034
125.50509620872083,32.736564598359365,1280.8245967741937,228.09904233870986
125.31050616053244,31.003127873331287,1285.3165322580646,235.959929435484
125.5889599243842,29.772258293849923,1289.8084677419356,241.57484879032268
125.90823710281734,28.547086314199113,1294.3004032258066,247.18976814516145
125.14349116555957,26.597862752957177,1296.546370967742,256.1736391129034
124.49774837973189,25.144225726088415,1297.6693548387098,262.91154233870975
124.97449653446688,23.93788175766584,1302.1612903225807,268.5264616935485
124.91415444973757,22.256115899420642,1305.530241935484,276.3873487903227
124.15149040806432,20.820720144919527,1305.530241935484,283.12525201612914
124.34608736190705,19.390514296086998,1308.8991935483873,289.8631552419356
124.88768409350291,17.96508252888645,1313.391129032258,296.60105846774206
124.38909506592643,16.78057995097033,1313.391129032258,302.2159778225807
123.84207130139129,15.362869107255884,1313.391129032258,308.9538810483872
122.97910602791467,13.7134879327028,1312.2681451612905,316.81476814516145
